('algorithm', 'RFL')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 56 Fscore 

[]
Round 57 global test acc  94.7800
Round 57 Fscore 

[]
Round 58 global test acc  94.4300
Round 58 Fscore 

[]
Round 59 global test acc  94.6100
Round 59 Fscore 

[]
Round 60 global test acc  95.2200
Round 60 Fscore 

[]
Round 61 global test acc  94.5500
Round 61 Fscore 

[]
Round 62 global test acc  94.7400
Round 62 Fscore 

[]
Round 63 global test acc  95.0000
Round 63 Fscore 

[]
Round 64 global test acc  95.1200
Round 64 Fscore 

[]
Round 65 global test acc  95.0500
Round 65 Fscore 

[]
Round 66 global test acc  95.2300
Round 66 Fscore 

[]
Round 67 global test acc  95.3600
Round 67 Fscore 

[]
Round 68 global test acc  95.3700
Round 68 Fscore 

[]
Round 69 global test acc  95.2300
Round 69 Fscore 

[]
Round 70 global test acc  95.4600
Round 70 Fscore 

[]
Round 71 global test acc  95.4100
Round 71 Fscore 

[]
Round 72 global test acc  95.1000
Round 72 Fscore 

[]
Round 73 global test acc  94.8100
Round 73 Fscore 

[]
Round 74 global test acc  94.7800
Round 74 Fscore 

[]
Round 75 global test acc  95.0700
Round 75 Fscore 

[]
Round 76 global test acc  95.0500
Round 76 Fscore 

[]
Round 77 global test acc  95.7400
Round 77 Fscore 

[]
Round 78 global test acc  95.2700
Round 78 Fscore 

[]
Round 79 global test acc  95.6100
Round 79 Fscore 

[]
Round 80 global test acc  94.6200
Round 80 Fscore 

[]
Round 81 global test acc  95.6700
Round 81 Fscore 

[]
Round 82 global test acc  95.1900
Round 82 Fscore 

[]
Round 83 global test acc  95.6200
Round 83 Fscore 

[]
Round 84 global test acc  96.0700
Round 84 Fscore 

[]
Round 85 global test acc  95.5200
Round 85 Fscore 

[]
Round 86 global test acc  95.7200
Round 86 Fscore 

[]
Round 87 global test acc  95.4400
Round 87 Fscore 

[]
Round 88 global test acc  96.0000
Round 88 Fscore 

[]
Round 89 global test acc  95.9700
Round 89 Fscore 

[]
Round 90 global test acc  95.7200
Round 90 Fscore 

[]
Round 91 global test acc  95.5400
Round 91 Fscore 

[]
Round 92 global test acc  95.4700
Round 92 Fscore 

[]
Round 93 global test acc  95.6400
Round 93 Fscore 

[]
Round 94 global test acc  95.7100
Round 94 Fscore 

[]
Round 95 global test acc  95.7900
Round 95 Fscore 

[]
Round 96 global test acc  95.8600
Round 96 Fscore 

[]
Round 97 global test acc  95.7800
Round 97 Fscore 

[]
Round 98 global test acc  95.5900
Round 98 Fscore 

[]
Round 99 global test acc  95.2600
Round 99 Fscore 

[]
Round 100 global test acc  95.8000
Round 100 Fscore 

[]
Round 101 global test acc  96.1200
Round 101 Fscore 

[]
Round 102 global test acc  95.9700
Round 102 Fscore 

[]
Round 103 global test acc  95.4000
Round 103 Fscore 

[]
Round 104 global test acc  95.8200
Round 104 Fscore 

[]
Round 105 global test acc  95.7900
Round 105 Fscore 

[]
Round 106 global test acc  95.4900
Round 106 Fscore 

[]
Round 107 global test acc  96.0800
Round 107 Fscore 

[]
Round 108 global test acc  96.1600
Round 108 Fscore 

[]
Round 109 global test acc  96.1300
Round 109 Fscore 

[]
Round 110 global test acc  96.2200
Round 110 Fscore 

[]
Round 111 global test acc  95.9500
Round 111 Fscore 

[]
Round 112 global test acc  96.0800
Round 112 Fscore 

[]
Round 113 global test acc  96.0800
Round 113 Fscore 

[]
Round 114 global test acc  96.6400
Round 114 Fscore 

[]
Round 115 global test acc  96.3900
Round 115 Fscore 

[]
Round 116 global test acc  96.1700
Round 116 Fscore 

[]
Round 117 global test acc  96.0700
Round 117 Fscore 

[]
Round 118 global test acc  96.0300
Round 118 Fscore 

[]
Round 119 global test acc  96.1200
Round 119 Fscore 

[]
Round 120 global test acc  95.9900
Round 120 Fscore 

[]
Round 121 global test acc  96.0300
Round 121 Fscore 

[]
Round 122 global test acc  96.0800
Round 122 Fscore 

[]
Round 123 global test acc  96.2400
Round 123 Fscore 

[]
Round 124 global test acc  96.2200
Round 124 Fscore 

[]
Round 125 global test acc  95.8100
Round 125 Fscore 

[]
Round 126 global test acc  95.9300
Round 126 Fscore 

[]
Round 127 global test acc  96.1000
Round 127 Fscore 

[]
Round 128 global test acc  96.4700
Round 128 Fscore 

[]
Round 129 global test acc  96.5300
Round 129 Fscore 

[]
Round 130 global test acc  96.5800
Round 130 Fscore 

[]
Round 131 global test acc  96.4200
Round 131 Fscore 

[]
Round 132 global test acc  96.2000
Round 132 Fscore 

[]
Round 133 global test acc  96.4700
Round 133 Fscore 

[]
Round 134 global test acc  96.4600
Round 134 Fscore 

[]
Round 135 global test acc  96.3500
Round 135 Fscore 

[]
Round 136 global test acc  96.4400
Round 136 Fscore 

[]
Round 137 global test acc  96.3800
Round 137 Fscore 

[]
Round 138 global test acc  96.2100
Round 138 Fscore 

[]
Round 139 global test acc  96.5000
Round 139 Fscore 

[]
Round 140 global test acc  96.4400
Round 140 Fscore 

[]
Round 141 global test acc  96.4600
Round 141 Fscore 

[]
Round 142 global test acc  96.5300
Round 142 Fscore 

[]
Round 143 global test acc  96.3900
Round 143 Fscore 

[]
Round 144 global test acc  96.2400
Round 144 Fscore 

[]
Round 145 global test acc  96.3500
Round 145 Fscore 

[]
Round 146 global test acc  96.3100
Round 146 Fscore 

[]
Round 147 global test acc  96.4100
Round 147 Fscore 

[]
Round 148 global test acc  96.4300
Round 148 Fscore 

[]
Round 149 global test acc  96.5500
Round 149 Fscore 

[]
Round 150 global test acc  96.4900
Round 150 Fscore 

[]
Round 151 global test acc  96.7600
Round 151 Fscore 

[]
Round 152 global test acc  96.6800
Round 152 Fscore 

[]
Round 153 global test acc  96.5600
Round 153 Fscore 

[]
Round 154 global test acc  96.5400
Round 154 Fscore 

[]
Round 155 global test acc  96.8100
Round 155 Fscore 

[]
Round 156 global test acc  96.9700
Round 156 Fscore 

[]
Round 157 global test acc  96.7700
Round 157 Fscore 

[]
Round 158 global test acc  96.8000
Round 158 Fscore 

[]
Round 159 global test acc  96.7100
Round 159 Fscore 

[]
Round 160 global test acc  96.6800
Round 160 Fscore 

[]
Round 161 global test acc  96.4700
Round 161 Fscore 

[]
Round 162 global test acc  96.6100
Round 162 Fscore 

[]
Round 163 global test acc  96.6900
Round 163 Fscore 

[]
Round 164 global test acc  96.6700
Round 164 Fscore 

[]
Round 165 global test acc  96.8800
Round 165 Fscore 

[]
Round 166 global test acc  96.6500
Round 166 Fscore 

[]
Round 167 global test acc  96.4800
Round 167 Fscore 

[]
Round 168 global test acc  96.7000
Round 168 Fscore 

[]
Round 169 global test acc  96.6100
Round 169 Fscore 

[]
Round 170 global test acc  96.7000
Round 170 Fscore 

[]
Round 171 global test acc  96.8800
Round 171 Fscore 

[]
Round 172 global test acc  96.7900
Round 172 Fscore 

[]
Round 173 global test acc  96.7600
Round 173 Fscore 

[]
Round 174 global test acc  96.8900
Round 174 Fscore 

[]
Round 175 global test acc  96.6600
Round 175 Fscore 

[]
Round 176 global test acc  96.7400
Round 176 Fscore 

[]
Round 177 global test acc  96.9200
Round 177 Fscore 

[]
Round 178 global test acc  96.7300
Round 178 Fscore 

[]
Round 179 global test acc  96.9600
Round 179 Fscore 

[]
Round 180 global test acc  96.9100
Round 180 Fscore 

[]
Round 181 global test acc  96.8600
Round 181 Fscore 

[]
Round 182 global test acc  96.8400
Round 182 Fscore 

[]
Round 183 global test acc  96.8800
Round 183 Fscore 

[]
Round 184 global test acc  96.9600
Round 184 Fscore 

[]
Round 185 global test acc  96.8100
Round 185 Fscore 

[]
Round 186 global test acc  96.9000
Round 186 Fscore 

[]
Round 187 global test acc  96.8300
Round 187 Fscore 

[]
Round 188 global test acc  96.9200
Round 188 Fscore 

[]
Round 189 global test acc  96.8700
Round 189 Fscore 

[]
Round 190 global test acc  96.6500
Round 190 Fscore 

[]
Round 191 global test acc  96.8100
Round 191 Fscore 

[]
Round 192 global test acc  96.6700
Round 192 Fscore 

[]
Round 193 global test acc  96.8400
Round 193 Fscore 

[]
Round 194 global test acc  96.9700
Round 194 Fscore 

[]
Round 195 global test acc  96.8500
Round 195 Fscore 

[]
Round 196 global test acc  96.8800
Round 196 Fscore 

[]
Round 197 global test acc  96.8200
Round 197 Fscore 

[]
Round 198 global test acc  96.7600
Round 198 Fscore 

[]
Round 199 global test acc  96.7500
Round 199 Fscore 

[0.6893423795700073, 0.4615384638309479, 0.8324873447418213, 0.8301886320114136, 0.5309734344482422, 0.8535826206207275, 0.6635730862617493, 0.8735954761505127, 0.8601503372192383, 0.8639053702354431, 0.6290323138237, 0.850931704044342, 0.8304093480110168, 0.8349514007568359, 0.8456376194953918, 0.8629148602485657, 0.8254485726356506, 0.6795180439949036, 0.6267030239105225, 0.8540372252464294, 0.7242798805236816, 0.4655737578868866, 0.7111110687255859, 0.8163265585899353, 0.8834688663482666, 0.5498489737510681, 0.605555534362793, 0.8681480884552002, 0.8661653995513916, 0.5558739900588989, 0.7142857313156128, 0.8063380122184753, 0.8780487775802612, 0.8711110949516296, 0.7462038993835449, 0.6619718074798584, 0.4437499940395355, 0.6397985219955444, 0.8055078387260437, 0.6262626051902771, 0.8628005385398865, 0.7004607915878296, 0.6530612707138062, 0.8955613374710083, 0.8104348182678223, 0.8672839403152466, 0.8033897876739502, 0.8427877426147461, 0.8349834680557251, 0.8772919178009033, 0.6753926277160645, 0.8672316074371338, 0.7127882242202759, 0.8550074696540833, 0.7754318714141846, 0.8419405221939087, 0.7992565035820007, 0.7471698522567749, 0.8658536672592163, 0.9017496705055237, 0.5738161206245422, 0.8157894611358643, 0.8629283308982849, 0.6520547866821289, 0.5116279721260071, 0.5844504237174988, 0.6370370388031006, 0.8736998438835144, 0.5423728823661804, 0.7256235480308533, 0.5584045648574829, 0.7092782855033875, 0.893917977809906, 0.40148699283599854, 0.8698225021362305, 0.6584766507148743, 0.8068376183509827, 0.856692910194397, 0.8618618249893188, 0.7000000476837158, 0.8465266823768616, 0.7351129055023193, 0.5116279125213623, 0.8504672646522522, 0.8673323392868042, 0.8216783404350281, 0.6274509429931641, 0.44368597865104675, 0.8609467148780823, 0.7959866523742676, 0.8526645302772522, 0.8382353186607361, 0.826890766620636, 0.6138107776641846, 0.842578649520874, 0.555555522441864, 0.5841584205627441, 0.717488706111908, 0.8414239883422852, 0.8482972383499146]
time : 14643.263308048248
